scenario,timestamp,agent_id,agent_name,agent_ip,hostname,program,location,full_log,rule_id,rule_level,rule_description,rule_groups,rule_groups_str,y_priority
fox,2022-01-18 12:34:51+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:34:51 +0000] ""GET /wp-content/themes/go/dist/images/style_avatars HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-05 20:09:41.949013+00:00,27,wazuh-client,192.168.128.1,wazuh-client,snort,/var/log/suricata/fast.log,02/05/2022-20:09:41.949013  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 172.28.192.4:52860 -> 172.28.255.254:53,20101,6,IDS event.,['ids'],ids,medium
wheeler,2022-01-29 10:15:03.326080+00:00,36,wazuh-client,172.27.180.4,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management,"['ids', 'suricata']","ids,suricata",low
wheeler,2022-01-30 07:44:13+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:44:13 +0000] ""GET /wp-includes/widgets/marketing HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:33:45+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:33:45 +0000] ""GET /wp-content/themes/event HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:52:17+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:52:17 +0000] ""GET /wp-includes/js/tinymce/langs/pr HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:25:54+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:25:54 +0000] ""GET /wp-includes/blocks/calendar/router HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:52:44+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:52:44 +0000] ""GET /wp-includes/js/tinymce/plugins/image/csv HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wardbeck,2022-01-21 17:29:26+00:00,8,wazuh-client,192.168.96.99,watkins-mail,dovecot,/var/log/syslog,"Jan 21 17:29:26 watkins-mail dovecot: imap-login: Login: user=<jean.hughes>, method=PLAIN, rip=192.168.96.99, lip=192.168.96.99, mpid=26704, TLS, session=<IMvl9RrWaoXAqGBj>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-04 22:44:18.531365+00:00,27,wazuh-client,192.168.128.1,wazuh-client,snort,/var/log/suricata/fast.log,02/04/2022-22:44:18.531365  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 172.28.192.4:64206 -> 172.28.255.254:53,20101,6,IDS event.,['ids'],ids,medium
fox,2022-01-18 12:24:05+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:24:05 +0000] ""GET /wp-includes/widgets/dav HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:34:58+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:34:58 +0000] ""GET /wp-content/themes/go/dist/js/edit HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
russellmitchell,2022-01-23 16:06:54+00:00,19,wazuh-client,172.19.130.4,mail,dovecot,/var/log/mail.log,"Jan 23 16:06:54 mail dovecot: imap-login: Login: user=<alyssa.hayes>, method=PLAIN, rip=172.19.130.4, lip=172.19.130.4, mpid=376, TLS, session=<2adjCkLW/NmsE4IE>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wilson,2022-02-07 11:14:13+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:14:13 +0000] ""GET /wp-includes/css/dist/components/hilfe HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:37:33+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:37:33 +0000] ""GET /wp-content/themes/go/dist/js/admin/survey HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:31:42+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:31:42 +0000] ""GET /wp-admin/css/webtrends HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:13:10+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:13:10 +0000] ""GET /wp-includes/js/thickbox/opensource HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-07 04:56:50.983351+00:00,16,wazuh-client,192.168.131.109,wazuh-client,snort,/var/log/suricata/fast.log,02/07/2022-04:56:50.983351  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.131.109:49550 -> 192.168.128.1:53,20101,6,IDS event.,['ids'],ids,medium
santos,2022-01-14 07:31:17.146143+00:00,30,wazuh-client,10.229.0.4,wazuh-client,snort,/var/log/suricata/fast.log,01/14/2022-07:31:17.146143  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.229.0.4:39806 -> 54.171.15.192:443,20101,6,IDS event.,['ids'],ids,medium
harrison,2022-02-08 07:32:43+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:32:43 +0000] ""GET /wp-admin/maint/michael HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:00:53+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:00:53 +0000] ""GET /javascript/jquery/bot-trap HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:36:39+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:36:39 +0000] ""GET /wp-includes/js/tinymce/skins/wordpress/ipc HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:14:50+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:14:50 +0000] ""GET /wp-includes/js/dist/vendor/evil HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-26 08:09:15+00:00,1,wazuh-client,172.27.183.191,sanchez-mail,dovecot,/var/log/syslog,"Jan 26 08:09:15 sanchez-mail dovecot: imap-login: Login: user=<gerald.jarvis>, method=PLAIN, rip=172.27.181.174, lip=172.27.181.174, mpid=5232, TLS, session=<L6C6t3fWkJKsG7Wu>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-08 07:41:01+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:41:01 +0000] ""GET /wp-includes/blocks/embed/wp-blog-header HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
russellmitchell,2022-01-23 12:13:35+00:00,19,wazuh-client,172.19.130.4,mail,dovecot,/var/log/mail.log,"Jan 23 12:13:35 mail dovecot: imap-login: Login: user=<toby.white>, method=PLAIN, rip=172.19.130.4, lip=172.19.130.4, mpid=30721, TLS, session=<n4YDyD7WfNasE4IE>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-08 07:44:30+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:44:30 +0000] ""GET /wp-includes/blocks/search/m6_pay HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-04 09:55:44+00:00,32,wazuh-client,10.182.193.181,mail,dovecot,/var/log/syslog,"Feb  4 09:55:44 mail dovecot: imap-login: Login: user=<nicole.cantu>, method=PLAIN, rip=10.182.193.181, lip=10.182.193.181, mpid=29867, TLS, session=<g04iQS7XBq8KtsG1>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
santos,2022-01-14 16:24:49.408591+00:00,30,wazuh-client,10.229.0.4,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid record/traffic,"['ids', 'suricata']","ids,suricata",low
wheeler,2022-01-26 13:45:22.016613+00:00,12,wazuh-client,10.38.243.24,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid handshake message,"['ids', 'suricata']","ids,suricata",low
wilson,2022-02-07 13:19:20.597065+00:00,25,wazuh-client,10.182.194.5,wazuh-client,snort,/var/log/suricata/fast.log,02/07/2022-13:19:20.597065  [**] [1:2230010:1] SURICATA TLS invalid record/traffic [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.182.193.181:443 -> 10.182.194.5:39900,20101,6,IDS event.,['ids'],ids,medium
wilson,2022-02-03 12:55:18.324215+00:00,25,wazuh-client,10.182.194.5,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid handshake message,"['ids', 'suricata']","ids,suricata",low
wheeler,2022-01-30 07:52:22+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:52:22 +0000] ""GET /wp-includes/js/tinymce/plugins/crs HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
santos,2022-01-15 22:19:58.448702+00:00,20,wazuh-client,192.168.104.218,wazuh-client,snort,/var/log/suricata/fast.log,01/15/2022-22:19:58.448702  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.104.218:58314 -> 192.168.104.1:53,20101,6,IDS event.,['ids'],ids,medium
russellmitchell,2022-01-24 03:57:35+00:00,10,wazuh-client,10.143.2.4,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.19.131.174 - - [24/Jan/2022:03:57:35 +0000] ""GET /proxies HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:02:35+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:02:35 +0000] ""GET /wp-admin/user/wallpaper HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:43:27+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:43:27 +0000] ""GET /wp-includes/blocks/navigation/shockwave HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:42:29+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:42:29 +0000] ""GET /wp-includes/blocks/list/devs HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:51:21+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:51:21 +0000] ""GET /wp-includes/css/dist/components/intro HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:26:57+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:26:57 +0000] ""GET /wp-includes/blocks/embed/licence HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:24:18+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:24:18 +0000] ""GET /wp-admin/js/widgets/frontend HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:36:51+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:36:51 +0000] ""GET /wp-includes/sitemaps/7z HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:45:03+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:45:03 +0000] ""GET /wp-includes/blocks/table/jhtml HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:19:36+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:19:36 +0000] ""GET /javascript/jquery/autobackup HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
shaw,2022-01-29 14:38:59+00:00,21,wazuh-client,192.168.188.179,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.24.249.224 - - [29/Jan/2022:14:38:59 +0000] ""HEAD /wp-content/themes/voice/ HTTP/1.1"" 404 146 ""https://intranet.thomasmurray.shaw.info"" ""WPScan v3.8.20 (https://wpscan.com/wordpress-security-scanner)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-29 17:35:41.386880+00:00,36,wazuh-client,172.27.180.4,wazuh-client,snort,/var/log/suricata/fast.log,01/29/2022-17:35:41.386880  [**] [1:2230010:1] SURICATA TLS invalid record/traffic [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 172.27.180.4:57856 -> 54.175.57.114:443,20101,6,IDS event.,['ids'],ids,medium
harrison,2022-02-08 07:44:56+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:44:56 +0000] ""GET /wp-includes/blocks/table/addressbook HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:55:15+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:55:15 +0000] ""GET /wp-content/themes/go/dist/images/admin/ssl HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:04:12+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:04:12 +0000] ""GET /wp-includes/css/loginflat HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:51:55+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:51:55 +0000] ""GET /wp-content/themes/go/dist/js/customer HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:53:53+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:53:53 +0000] ""GET /wp-includes/js/tinymce/plugins/wordpress/cvs HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:47:16+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:47:16 +0000] ""GET /wp-includes/blocks/html/medias HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wardbeck,2022-01-19 09:04:22.890123+00:00,30,wazuh-client,10.132.56.1,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid record/traffic,"['ids', 'suricata']","ids,suricata",low
harrison,2022-02-08 07:33:10+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:33:10 +0000] ""GET /wp-admin/user/boards HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
